C6,0.125
A5,0.25
E5,0.125
C5,0.125
E6,0.25
C6,0.25
E5,0.125
G6,0.25
F6,0.125
E6,0.25
C6,0.25
G5,0.125
F6,0.333333333333
E6,0.25
E-6,0.125
C6,0.125
A5,0.25
F#5,0.125
F5,0.125
E-5,0.25
C#5,0.25
D5,0.125
A5,0.25
F5,0.25
D5,0.125
C#5,0.25
E5,0.25
D5,0.25
A4,0.25
C5,0.25
A4,0.25
B-4,0.125
C5,0.125
B4,0.25
G5,0.25
B-4,0.25
A4,0.25
F5,0.25
A4,0.25
G#4,0.25
G4,0.25
F4,0.125
G4,0.25
F#4,0.25
F4,0.25
E5,0.25
C#5,0.25
A4,0.125
F4,0.25
E-4,0.25
C#4,0.125
E4,0.25
F#4,0.25
G#4,0.25
B-4,0.0
B4,0.125
C5,0.25
C#5,0.125
E-5,0.125
F5,0.25
F#5,0.25
G#5,0.25
C6,0.25
G#5,0.25
E5,0.125
B-5,0.25
F#5,0.25
D5,0.125
G#5,0.25
E5,0.125
C5,0.125
F#5,0.25
D5,0.125
B-4,0.125
E5,0.25
C5,0.25
G#4,0.125
D5,0.25
B-4,0.25
F#4,0.0
F4,0.125
B-4,0.125
G#4,0.125
A4,0.25
F4,0.25
C4,0.25
C4,0.125
F4,0.25
A4,0.25
C4,0.0
A4,0.25
F4,0.25
C4,0.25
A4,0.25
G4,0.625
E4,0.375
F4,1.25
D4,1.125
G#6,0.333333333333
G#5,0.25
F6,0.125
G#5,0.25
G#6,0.25
F6,0.25
E-6,0.125
C6,0.25
F5,0.25
G#5,0.125
G#5,0.125
B-5,0.333333333333
D6,0.25
G#5,0.25
F5,0.25
E-5,0.25
C#5,0.25
D5,0.25
D4,0.25
F5,0.25
G5,0.333333333333
G5,0.25
G#5,0.125
A5,0.125
G5,0.125
F5,0.25
D5,0.25
B4,0.5
G#4,0.125
E5,0.5
B4,0.125
D5,0.5
B4,0.125
C5,0.333333333333
D5,0.25
C5,0.25
A4,0.25
G4,0.125
C4,0.125
D4,0.5
C4,0.125
F4,0.25
G4,0.25
F4,0.25
D4,0.25
F4,0.5
E-6,0.25
D6,0.125
C6,0.125
B5,0.25
B-5,0.25
F5,0.125
E-6,0.125
C#6,0.25
C6,0.125
B-5,0.25
B5,0.125
G#5,0.125
F5,0.125
E-6,0.125
C#6,0.25
C6,0.125
B5,0.125
B-5,0.25
G#5,0.125
F5,0.125
G6,0.125
D6,0.25
E-6,0.25
D6,0.125
B5,0.25
C#6,0.125
G#5,0.125
G5,0.125
D5,0.125
G#5,0.25
F5,0.25
B5,0.25
G#5,0.125
D6,0.25
B5,0.25
G#5,0.125
F5,0.25
D5,0.25
G5,0.25
E5,0.25
F5,0.125
C#5,0.25
D5,0.125
F5,0.25
A5,0.25
C6,0.25
A5,0.25
F5,0.25
C5,0.125
E-6,0.0
D6,0.25
C#6,0.25
C6,0.125
B-5,0.25
G5,0.25
F5,0.25
E-5,0.25
C#5,0.125
D5,0.25
F5,0.125
A5,0.25
F6,0.25
F5,0.125
C#6,0.25
E6,0.25
D6,0.25
F5,0.125
D5,0.25
E5,0.125
A5,1.25
G5,0.25
F5,0.25
E5,0.25
D5,0.25
C#5,0.625
F4,0.375
E5,0.25
D5,0.625
B4,0.125
C5,0.625
A4,0.25
B-4,0.125
D5,0.25
F5,0.25
G#5,0.25
B-5,0.5
D4,0.125
G#5,0.25
B-5,0.25
G#5,0.25
F5,0.25
C5,0.25
B-4,0.666666666667
F5,0.5
F4,0.25
C5,0.625
G#4,0.125
A4,0.375
D4,0.25
F4,0.75
C6,0.125
C#6,0.25
D6,0.25
G5,0.25
D6,0.75
G#5,0.5
D6,0.333333333333
G#5,0.625
F5,0.125
G5,0.375
G5,0.25
D6,0.375
G#5,0.25
G5,0.25
F5,0.25
G5,0.333333333333
F5,1.5
E4,0.375
D4,0.125
E-7,0.125
D7,0.25
C7,0.125
B-6,0.125
G6,0.125
F6,0.125
E-4,0.125
E-6,0.25
D6,0.125
C6,0.125
B-5,0.125
G5,0.125
F5,0.125
E-5,0.125
D5,0.125
C5,0.125
B-4,0.125
G4,0.125
F4,0.125
E-4,0.125
D4,0.125
C4,0.25
D4,0.25
F4,0.25
E4,0.125
E-4,0.125
G4,0.125
E4,0.25
F4,0.25
G4,0.25
G#4,0.25
B-4,0.25
B4,0.25
C5,0.25
C#5,0.125
D5,0.125
E-5,0.0
E5,0.125
G5,0.25
A4,0.125
B-4,0.125
D5,0.25
C5,0.125
E4,0.25
F4,0.125
B-4,0.25
G4,0.25
F4,0.125
E4,0.125
D4,0.25
C4,0.25
G4,0.25
E4,0.125
F4,0.125
C4,0.125
E-4,0.0
G4,0.25
B-4,0.125
B4,0.125
D5,0.25
E-5,0.25
D5,0.375
C5,0.25
B-4,0.25
G#4,0.25
D4,0.25
F5,0.25
F5,0.5
B-4,0.125
D5,0.125
B-4,0.25
F4,0.25
G4,0.625
D5,0.5
G4,0.25
G#4,0.333333333333
F4,0.25
G4,0.625
D5,1.875
F4,1.0
D4,0.125
C#4,0.125
A6,0.25
F#6,0.0
A6,0.25
E6,0.75
G5,0.625
E6,0.0
F4,1.0
E4,0.625
C4,1.25
D7,0.875
D6,0.625
E6,0.0
E7,0.125
G5,0.125
F5,0.125
A4,0.125
C4,0.125
C#4,0.25
D4,0.25
C4,0.333333333333
D4,0.25
E-4,0.25
E4,0.25
F4,0.25
C#5,0.125
F4,0.333333333333
E4,0.25
G4,0.25
G#4,0.25
A5,0.125
A4,0.25
G4,0.25
F4,0.125
C5,0.333333333333
G#5,0.125
C6,0.0
C5,0.125
C5,0.333333333333
D5,0.25
E6,0.125
E5,0.25
D5,0.125
F5,0.25
F#5,0.25
G6,0.0
E-6,0.125
G5,0.25
E6,0.125
F6,0.125
F5,0.875
F6,0.25
B-5,0.666666666667
B-4,0.125
A5,0.125
E5,0.125
C5,0.5
C4,0.875
C5,0.25
F5,0.5
F4,0.75
F5,0.25
G4,0.125
G5,0.25
E5,0.125
A4,1.25
E5,1.0
A4,0.666666666667
D5,0.875
C4,0.125
A6,0.666666666667
D4,0.25
G6,0.75
A6,0.25
F6,1.5
F4,2.375
F5,1.875
D6,2.0
A5,2.0
C4,2.375
F6,0.375
F6,0.125
E-6,0.25
D6,0.25
C6,0.25
E-4,2.5
G5,0.25
G#5,0.25
C6,0.25
A5,0.25
F5,0.25
C5,0.25
F5,0.25
B-4,0.25
F4,0.25
G4,0.125
G#4,0.125
E-4,0.25
B-4,0.375
D5,1.0
B-4,0.25
D4,2.125
A4,0.125
B4,0.875
D5,0.5
B-4,0.666666666667
F4,0.125
G#4,0.666666666667
D5,1.625
D4,0.125
F4,0.375
D4,0.75
E6,0.25
F6,0.25
E6,0.25
D6,0.375
E6,0.125
F4,2.25
C6,0.25
D6,0.125
C6,0.125
A5,0.25
E5,0.666666666667
C5,0.125
D5,0.5
C5,0.25
B-4,0.625
G#4,0.25
A4,0.375
F5,0.125
G5,0.375
G5,0.25
A5,0.25
D4,0.25
B-5,0.333333333333
D6,0.333333333333
F6,0.625
D4,0.125
B5,0.375
D6,0.125
F6,0.333333333333
G#6,0.5
F6,0.125
A6,0.5
E4,0.125
F6,0.333333333333
A6,0.25
F6,0.25
C6,0.25
B-5,0.5
G#5,0.125
A5,0.5
G5,0.5
E5,0.125
F#5,0.5
E-6,0.125
C6,0.5
C#6,0.25
D6,0.25
D5,0.125
F5,0.25
G#5,0.5
F5,0.125
G#5,0.666666666667
F5,0.25
G#5,0.5
F5,0.125
G#5,0.625
F5,0.25
G#5,0.25
F5,0.25
C5,0.25
E5,0.333333333333
G5,0.333333333333
F5,0.125
G5,0.25
F5,0.25
C5,0.25
B-4,0.625
G#4,0.125
A4,0.375
C5,0.333333333333
F5,0.5
C5,0.125
G5,0.25
A5,0.333333333333
A5,0.5
F5,0.25
A5,0.375
B-5,0.333333333333
B5,0.333333333333
C6,0.333333333333
G#5,0.125
A5,0.25
G#5,0.25
A5,0.375
F5,0.333333333333
A5,0.25
F5,0.125
C5,0.125
B-4,0.333333333333
